index,img_path,label_A,label_B,clip_choice,prob0,prompt0,prob1,prompt1
1489,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001489_reading newspaper_to_playing piano_L-OmpfpkwOg_000026_000036_bg_ErtSFRpSeDA_000088_000098/000151.jpg,reading newspaper,playing piano,1,21.808584213256836,A person doing reading newspaper at school auditorium,31.16140365600586,A person doing playing piano at subway
1490,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001490_playing bass guitar_to_drinking_D8NgkKUbuQU_000003_000013_bg_gDvxSxb3WuE_000188_000198/000151.jpg,playing bass guitar,drinking,0,28.721391677856445,A person doing playing bass guitar at restaurant,25.12940788269043,A person doing drinking at home studio
1491,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001491_eating cake_to_walking the dog_d4IhT7ZcfJY_000001_000011_bg_q7SprFkmpPU_000012_000022/000151.jpg,eating cake,walking the dog,0,26.260189056396484,A person doing eating cake at park,25.5063533782959,A person doing walking the dog at home
1492,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001492_writing_to_sweeping floor_Ub0rc6U6nfI_000100_000110_bg_Pao46Zf359w_000015_000025/000151.jpg,writing,sweeping floor,1,21.697038650512695,A person doing writing at gym,25.92133331298828,A person doing sweeping floor at park
1493,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001493_playing accordion_to_sword fighting_YgXLcOtQcSg_000028_000038_bg_7G7e9f0E-Xk_000042_000052/000140.jpg,playing accordion,sword fighting,1,19.91373062133789,A person doing playing accordion at beach cove,26.051830291748047,A person doing sword fighting at park bench
1494,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001494_playing violin_to_dribbling basketball_F-cmTIX6Drw_000002_000012_bg_YXUsljH4iz8_000097_000107/000151.jpg,playing violin,dribbling basketball,1,18.299861907958984,A person doing playing violin at street,23.438335418701172,A person doing dribbling basketball at living room
1495,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001495_dunking basketball_to_shooting basketball_nqlTKZnrFcM_000059_000069_bg_61Z36GSHLx4_000060_000070/000151.jpg,dunking basketball,shooting basketball,1,28.575267791748047,A person doing dunking basketball at park,28.76519203186035,A person doing shooting basketball at backyard
1496,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001496_reading book_to_brushing teeth_T-jJFnP0oDA_000004_000014_bg_r95HrwQa8lk_000008_000018/000151.jpg,reading book,brushing teeth,0,25.61798667907715,A person doing reading book at school restroom,21.701744079589844,A person doing brushing teeth at park
1497,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001497_skiing (not slalom or crosscountry)_to_walking the dog_59Pe1ZaEPPo_000022_000032_bg_9dnXMsrhHC8_000359_000369/000151.jpg,skiing (not slalom or crosscountry),walking the dog,1,20.739032745361328,A person doing skiing (not slalom or crosscountry) at park,21.40735626220703,A person doing walking the dog at banff
1498,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001498_playing violin_to_reading book_Y9_AJlP0iUY_000373_000383_bg_NKa9BTeqGJE_000204_000214/000151.jpg,playing violin,reading book,0,20.996986389160156,A person doing playing violin at beach,18.334447860717773,A person doing reading book at street corner
1499,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001499_playing accordion_to_shooting goal (soccer)_U_D-B-xXgys_000056_000066_bg_dxELnzdghDU_000035_000045/000151.jpg,playing accordion,shooting goal (soccer),1,19.267532348632812,A person doing playing accordion at sports complex,22.77328872680664,A person doing shooting goal (soccer) at park bench
1500,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001500_playing violin_to_sword fighting_nEomGihKPkU_000015_000025_bg_kuvCR43h0yU_000001_000011/000151.jpg,playing violin,sword fighting,1,26.18262481689453,A person doing playing violin at castle courtyard,30.875125885009766,A person doing sword fighting at living room
1501,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001501_brushing hair_to_canoeing or kayaking_CfaunD-wk9o_000076_000086_bg_g6JbVxvMXV0_000029_000039/000151.jpg,brushing hair,canoeing or kayaking,0,27.624679565429688,A person doing brushing hair at bayou,25.225004196166992,A person doing canoeing or kayaking at dressing room
1502,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001502_skiing slalom_to_punching person (boxing)_6_35grP3MOc_000121_000131_bg_GCeJ0S7BWj4_000342_000352/000151.jpg,skiing slalom,punching person (boxing),1,16.751148223876953,A person doing skiing slalom at street,25.163122177124023,A person doing punching person (boxing) at vail
1503,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001503_juggling soccer ball_to_surfing water_44oF-GJ3JYQ_000011_000021_bg_huD7LQBrg2k_000057_000067/000151.jpg,juggling soccer ball,surfing water,1,20.14552879333496,A person doing juggling soccer ball at malibu,28.69332504272461,A person doing surfing water at backyard
1504,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001504_skipping rope_to_juggling balls_d60BR0UZL7s_000072_000082_bg_xtSBE8LFhXY_000029_000039/000151.jpg,skipping rope,juggling balls,0,23.92109489440918,A person doing skipping rope at circus,22.39140510559082,A person doing juggling balls at park
1505,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001505_tying tie_to_playing saxophone_mHlVB_CxXGE_000043_000053_bg_-zpKHNrNsn4_000226_000236/000151.jpg,tying tie,playing saxophone,0,28.07728385925293,A person doing tying tie at music festival,24.21099281311035,A person doing playing saxophone at hotel room
1506,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001506_brushing hair_to_writing_P9iTjVixn-E_000431_000441_bg_RYsaQFpGX54_000091_000101/000151.jpg,brushing hair,writing,0,27.307575225830078,A person doing brushing hair at home office,21.208026885986328,A person doing writing at dressing room
1507,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001507_dribbling basketball_to_brushing hair_wCTJ9bKn_sI_000180_000190_bg_fSi87zV0arw_000403_000413/000151.jpg,dribbling basketball,brushing hair,0,31.266244888305664,A person doing dribbling basketball at bedroom,26.021352767944336,A person doing brushing hair at basketball court
1508,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001508_surfing water_to_eating cake_rN3oPdeazbA_000012_000022_bg_ktK9w4n_zS0_000018_000028/000151.jpg,surfing water,eating cake,0,23.333768844604492,A person doing surfing water at home,21.676849365234375,A person doing eating cake at malibu
1509,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001509_hitting baseball_to_bowling_N5zWQkoLM3M_000120_000130_bg_5NLQMrXzCQA_000003_000013/000151.jpg,hitting baseball,bowling,1,26.26517105102539,A person doing hitting baseball at sports complex,34.91535949707031,A person doing bowling at school gymnasium
1510,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001510_playing bass guitar_to_skiing slalom_jvih6ILV5og_000262_000272_bg_D5bxwDTzKrI_000313_000323/000151.jpg,playing bass guitar,skiing slalom,1,23.186521530151367,A person doing playing bass guitar at aspens,25.623422622680664,A person doing skiing slalom at music studio
1511,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001511_juggling soccer ball_to_catching or throwing baseball_2WgOKCYyL7g_000084_000094_bg_l_9GEyNNkJU_000002_000012/000151.jpg,juggling soccer ball,catching or throwing baseball,0,27.60696029663086,A person doing juggling soccer ball at school playground,23.76840591430664,A person doing catching or throwing baseball at beach
1512,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001512_driving car_to_punching person (boxing)_mM8A7RHUtlI_000064_000074_bg_GfUWoo5NQxg_000010_000020/000151.jpg,driving car,punching person (boxing),0,18.168212890625,A person doing driving car at gym,18.066482543945312,A person doing punching person (boxing) at suburban neighborhood
1513,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001513_golf driving_to_tying tie_jr3uNxx0zT4_000004_000014_bg_7Mtprt8_bqM_000060_000070/000049.jpg,golf driving,tying tie,0,21.406658172607422,A person doing golf driving at office,19.43124008178711,A person doing tying tie at golf course
1514,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001514_climbing a rope_to_catching or throwing frisbee_XXI6AHRaH2Y_000007_000017_bg_bJa17ELAtig_000000_000010/000151.jpg,climbing a rope,catching or throwing frisbee,1,23.485626220703125,A person doing climbing a rope at park,26.28830909729004,A person doing catching or throwing frisbee at circus
1515,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001515_playing saxophone_to_drinking_7YihjsB2CEk_000000_000010_bg_ZxZ_4ktF_MU_000012_000022/000151.jpg,playing saxophone,drinking,1,22.76279640197754,A person doing playing saxophone at home,26.295562744140625,A person doing drinking at jazz club
1516,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001516_playing piano_to_opening bottle_Ll776ep8IwA_000014_000024_bg_PyIShF3VQ1A_000050_000060/000151.jpg,playing piano,opening bottle,1,19.466196060180664,A person doing playing piano at picnic,33.63999557495117,A person doing opening bottle at living room
1517,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001517_smoking_to_playing bass guitar_Vwhsfej2mKE_000089_000099_bg_0GWr1EV6ZuY_000106_000116/000151.jpg,smoking,playing bass guitar,0,26.042247772216797,A person doing smoking at home studio,25.3602352142334,A person doing playing bass guitar at café
1518,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001518_playing basketball_to_flying kite_8moq8a_YPXI_000032_000042_bg_QWYIpugAC7A_000051_000061/000151.jpg,playing basketball,flying kite,0,25.906394958496094,A person doing playing basketball at backyard,24.816164016723633,A person doing flying kite at driveway
1519,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001519_playing guitar_to_driving car_XN68IGmQcis_000094_000104_bg_-yoInW_REsc_000036_000046/000151.jpg,playing guitar,driving car,1,25.987634658813477,A person doing playing guitar at parking lot,26.469091415405273,A person doing driving car at music studio
1520,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001520_walking the dog_to_playing volleyball_ElcE4QXDn5Q_000066_000076_bg_Wy9255DnVLA_000718_000728/000151.jpg,walking the dog,playing volleyball,1,22.63338279724121,A person doing walking the dog at school,24.003761291503906,A person doing playing volleyball at park
1521,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001521_writing_to_tying tie_vYfm8bO--TM_000004_000014_bg_q8gRhZmzJmo_000098_000108/000151.jpg,writing,tying tie,1,21.490907669067383,A person doing writing at wedding venue,22.472135543823242,A person doing tying tie at park
1522,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001522_catching or throwing baseball_to_dribbling basketball_xCQQGcnH-U0_000004_000014_bg_izuALcpMYoo_000029_000039/000101.jpg,catching or throwing baseball,dribbling basketball,1,29.715225219726562,A person doing catching or throwing baseball at gymnasium,31.618064880371094,A person doing dribbling basketball at school playground
1523,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001523_shooting basketball_to_playing basketball_u6PXN2gCiwY_000005_000015_bg_f8_NJjm1Gvg_000026_000036/000151.jpg,shooting basketball,playing basketball,1,28.8638858795166,A person doing shooting basketball at park,33.02122116088867,A person doing playing basketball at gymnasium
1524,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001524_dribbling basketball_to_reading newspaper_6RQ2rLKLsv8_000006_000016_bg_pSCunaRn45A_000426_000436/000151.jpg,dribbling basketball,reading newspaper,0,25.330947875976562,A person doing dribbling basketball at subway,18.748659133911133,A person doing reading newspaper at gymnasium
1525,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001525_playing tennis_to_surfing water_PztvYcSI9Xg_000001_000011_bg_zqsBshg9764_000004_000014/000151.jpg,playing tennis,surfing water,1,21.0654239654541,A person doing playing tennis at fiji,27.127328872680664,A person doing surfing water at community center
1526,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001526_tying tie_to_opening bottle_iYHlztQWOA0_000050_000060_bg_-4szNHl4P0c_000012_000022/000151.jpg,tying tie,opening bottle,1,20.82889747619629,A person doing tying tie at party,23.83485221862793,A person doing opening bottle at car
1527,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001527_catching or throwing frisbee_to_dunking basketball_XbDTCf515XE_000004_000014_bg_dKreFRZ8Pvg_000000_000010/000151.jpg,catching or throwing frisbee,dunking basketball,1,28.232707977294922,A person doing catching or throwing frisbee at gymnasium,29.048904418945312,A person doing dunking basketball at sports field
1528,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001528_playing basketball_to_skiing (not slalom or crosscountry)__tLX2urc6I8_000013_000023_bg_fRiYQEVMcEc_000000_000010/000151.jpg,playing basketball,skiing (not slalom or crosscountry),1,22.185129165649414,A person doing playing basketball at banff,25.6557559967041,A person doing skiing (not slalom or crosscountry) at gymnasium
1529,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001529_canoeing or kayaking_to_playing basketball_M6RS0V1fpz0_000276_000286_bg_3mIvIgAlniY_000001_000011/000151.jpg,canoeing or kayaking,playing basketball,1,22.483762741088867,A person doing canoeing or kayaking at basketball court,24.02225112915039,A person doing playing basketball at everglades
1530,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001530_playing piano_to_hurdling_Z3XphEQB8XU_000006_000016_bg_1ZP9LHPTwwg_000012_000022/000151.jpg,playing piano,hurdling,1,24.607126235961914,A person doing playing piano at training facility,27.73278045654297,A person doing hurdling at living room
1531,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001531_canoeing or kayaking_to_playing guitar_M6RS0V1fpz0_000276_000286_bg_ysjCIR7SkJU_000141_000151/000151.jpg,canoeing or kayaking,playing guitar,1,19.43376350402832,A person doing canoeing or kayaking at coffee shop,27.01820945739746,A person doing playing guitar at bayou
1532,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001532_dribbling basketball_to_playing accordion_Ef1N4vXMINQ_000059_000069_bg_UBvJD2xjtvY_000000_000010/000151.jpg,dribbling basketball,playing accordion,0,21.9465389251709,A person doing dribbling basketball at street corner,21.88315773010254,A person doing playing accordion at driveway
1533,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001533_canoeing or kayaking_to_playing accordion_P5mVA36sLAw_000069_000079_bg_GgOCTNRyCpg_000002_000012/000151.jpg,canoeing or kayaking,playing accordion,1,16.033489227294922,A person doing canoeing or kayaking at street corner,29.872438430786133,A person doing playing accordion at bayou
1534,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001534_playing saxophone_to_playing basketball_6dUY8QB2j8g_000031_000041_bg_eyUkNXqDkFg_000008_000018/000147.jpg,playing saxophone,playing basketball,1,16.610557556152344,A person doing playing saxophone at park,23.219743728637695,A person doing playing basketball at jazz club
1535,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001535_climbing a rope_to_canoeing or kayaking_BgtsN1zeFWA_000092_000102_bg_OMRKSAfDAeI_000012_000022/000151.jpg,climbing a rope,canoeing or kayaking,1,26.254758834838867,A person doing climbing a rope at colorado river,28.38222885131836,A person doing canoeing or kayaking at circus
1536,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001536_hurdling_to_surfing water_SQc2ZVyJneo_000023_000033_bg_Xw4fT9C0koA_000176_000186/000151.jpg,hurdling,surfing water,1,24.28997230529785,A person doing hurdling at malibu,28.83669090270996,A person doing surfing water at park
1537,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001537_punching person (boxing)_to_hitting baseball_1OnrPst_Cxs_000000_000010_bg_YNMHMKb5Md4_000032_000042/000151.jpg,punching person (boxing),hitting baseball,0,24.73472785949707,A person doing punching person (boxing) at batting cage,21.671810150146484,A person doing hitting baseball at backyard
1538,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001538_playing bass guitar_to_playing accordion_a8ksm0AKRJY_000196_000206_bg_syp1O0cjens_000038_000048/000092.jpg,playing bass guitar,playing accordion,1,26.27776527404785,A person doing playing bass guitar at community center,30.31284523010254,A person doing playing accordion at concert hall
1539,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001539_catching or throwing frisbee_to_skiing (not slalom or crosscountry)_KvgYLMfQh8Q_000012_000022_bg_e7N8az-eqS8_001153_001163/000151.jpg,catching or throwing frisbee,skiing (not slalom or crosscountry),0,29.162675857543945,A person doing catching or throwing frisbee at aspen,26.842153549194336,A person doing skiing (not slalom or crosscountry) at open field
1540,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001540_hurdling_to_shooting basketball_WstAIUtk7c8_000003_000013_bg_jnTuUuETpSs_000002_000012/000103.jpg,hurdling,shooting basketball,0,28.53922462463379,A person doing hurdling at gymnasium,28.474613189697266,A person doing shooting basketball at stadium
1541,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001541_playing basketball_to_playing accordion_0zTKKv_g0CY_000223_000233_bg_xNz65ouVPGo_000076_000086/000142.jpg,playing basketball,playing accordion,1,17.864458084106445,A person doing playing basketball at community center,27.610074996948242,A person doing playing accordion at park
1542,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001542_reading newspaper_to_golf driving_rbARTX3cWf0_000735_000745_bg_jr3uNxx0zT4_000004_000014/000151.jpg,reading newspaper,golf driving,1,17.210952758789062,A person doing reading newspaper at golf course,18.74827766418457,A person doing golf driving at café
1543,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001543_cleaning windows_to_sweeping floor_5UxNn-to5cw_000004_000014_bg_8ddV4PIuIBs_000082_000092/000151.jpg,cleaning windows,sweeping floor,1,26.725725173950195,A person doing cleaning windows at garage,30.20724868774414,A person doing sweeping floor at skyscraper
1544,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001544_playing trumpet_to_dribbling basketball_p2UMwzWsY0U_000002_000012_bg_upXS1qv56Ww_000077_000087/000151.jpg,playing trumpet,dribbling basketball,0,30.866310119628906,A person doing playing trumpet at gymnasium,29.554155349731445,A person doing dribbling basketball at marching band
1545,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001545_cleaning windows_to_skiing slalom_kli7ZPH2vOs_000004_000014_bg__YZiOJn1mYg_000010_000020/000151.jpg,cleaning windows,skiing slalom,1,22.907880783081055,A person doing cleaning windows at aspens,31.598546981811523,A person doing skiing slalom at skyscraper
1546,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001546_reading book_to_skiing slalom_WwPqNROPZx8_000023_000033_bg_dzsLwiCoVfo_000367_000377/000151.jpg,reading book,skiing slalom,1,19.466754913330078,A person doing reading book at aspens,19.908220291137695,A person doing skiing slalom at beach
1547,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001547_sword fighting_to_playing volleyball_QEMrisQ7bXI_000037_000047_bg_u14xcMsAsA0_000055_000065/000151.jpg,sword fighting,playing volleyball,1,22.853694915771484,A person doing sword fighting at park,22.911542892456055,A person doing playing volleyball at beach cove
1548,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001548_driving car_to_sweeping floor_JYdPH8D6ZcI_000056_000066_bg_DoSknWpQyPs_000055_000065/000151.jpg,driving car,sweeping floor,0,21.075172424316406,A person doing driving car at office,14.504456520080566,A person doing sweeping floor at country road
1549,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001549_tying tie_to_surfing water_x_fudDEG30o_000005_000015_bg_huD7LQBrg2k_000057_000067/000151.jpg,tying tie,surfing water,0,29.986894607543945,A person doing tying tie at hawaii,17.675859451293945,A person doing surfing water at hotel room
1550,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001550_playing tennis_to_playing bass guitar_6yj1AlZW5og_000098_000108_bg_1nho7QEZT84_000189_000199/000151.jpg,playing tennis,playing bass guitar,0,33.82002258300781,A person doing playing tennis at music studio,29.987409591674805,A person doing playing bass guitar at sports club
1551,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001551_clean and jerk_to_skiing slalom_R6pk7NDa7Mw_000015_000025_bg_hx-AbPBIrFE_000039_000049/000151.jpg,clean and jerk,skiing slalom,0,27.91704559326172,A person doing clean and jerk at st. moritz,26.692787170410156,A person doing skiing slalom at gym
1552,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001552_playing piano_to_skiing (not slalom or crosscountry)_WFsMi09soZs_000002_000012_bg_3GUtkq_GmaA_000016_000026/000151.jpg,playing piano,skiing (not slalom or crosscountry),0,24.51030158996582,A person doing playing piano at aspen,23.22088623046875,A person doing skiing (not slalom or crosscountry) at jazz club
1553,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001553_brushing hair_to_playing bass guitar_gaunySZtkzA_000020_000030_bg_U3HzxozvdCo_000204_000214/000151.jpg,brushing hair,playing bass guitar,0,25.181888580322266,A person doing brushing hair at music studio,21.62758445739746,A person doing playing bass guitar at dressing room
1554,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001554_sword fighting_to_playing guitar_6yG62_4m-hs_000012_000022_bg_XN68IGmQcis_000094_000104/000151.jpg,sword fighting,playing guitar,1,20.679227828979492,A person doing sword fighting at park,26.626760482788086,A person doing playing guitar at beach cove
1555,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001555_playing trumpet_to_bowling_bNMIsZhrucM_000000_000010_bg_5Vu8HJ__eMg_000277_000287/000142.jpg,playing trumpet,bowling,0,26.08765411376953,A person doing playing trumpet at sports complex,23.873117446899414,A person doing bowling at park bench
1556,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001556_playing bass guitar_to_punching person (boxing)_Bobkw016yr0_000041_000051_bg_GCeJ0S7BWj4_000342_000352/000151.jpg,playing bass guitar,punching person (boxing),1,26.670869827270508,A person doing playing bass guitar at street,27.690893173217773,A person doing punching person (boxing) at garage
1557,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001557_flying kite_to_archery_QWYIpugAC7A_000051_000061_bg_IcXj4je-tto_000000_000010/000151.jpg,flying kite,archery,0,24.716129302978516,A person doing flying kite at outdoor festival,23.7061824798584,A person doing archery at beach
1558,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001558_catching or throwing frisbee_to_playing trumpet_W9sNq_-j1Nc_000020_000030_bg_qAl4lWHJHPE_000007_000017/000151.jpg,catching or throwing frisbee,playing trumpet,0,24.139019012451172,A person doing catching or throwing frisbee at park bench,22.087034225463867,A person doing playing trumpet at backyard
1559,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001559_punching person (boxing)_to_playing saxophone_dQ0cG_xaPeU_000149_000159_bg_9zhbUqXWyog_000090_000100/000151.jpg,punching person (boxing),playing saxophone,0,28.7480525970459,A person doing punching person (boxing) at park bench,20.177953720092773,A person doing playing saxophone at gym
1560,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001560_flying kite_to_tying tie_SPqE12qW4bA_000067_000077_bg_hvSrk8GIO-E_000113_000123/000151.jpg,flying kite,tying tie,1,20.507368087768555,A person doing flying kite at hotel room,21.60306167602539,A person doing tying tie at field
1561,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001561_playing guitar_to_flying kite_k4ixAfJ1LuI_000214_000224_bg_U6THcz2Qt3Q_000199_000209/000151.jpg,playing guitar,flying kite,1,22.148115158081055,A person doing playing guitar at beach,24.983776092529297,A person doing flying kite at park
1562,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001562_playing tennis_to_playing piano_4TfpfZPfM9s_000016_000026_bg_tR3gnlWGiNU_000004_000014/000151.jpg,playing tennis,playing piano,0,22.648460388183594,A person doing playing tennis at living room,20.200916290283203,A person doing playing piano at tennis court
1563,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001563_writing_to_reading newspaper_vYfm8bO--TM_000004_000014_bg_4zpTIveqvL8_000004_000014/000151.jpg,writing,reading newspaper,1,23.679834365844727,A person doing writing at café,24.06727409362793,A person doing reading newspaper at library
1564,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001564_playing violin_to_sword fighting_WXt6Xqc9st0_000011_000021_bg_bPHsWugu78s_000119_000129/000151.jpg,playing violin,sword fighting,1,24.986591339111328,A person doing playing violin at training arena,27.102079391479492,A person doing sword fighting at living room
1565,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001565_shooting basketball_to_brushing teeth_V91EGAtkS8o_000003_000013_bg_X8Tzn9cdCiA_000043_000053/000040.jpg,shooting basketball,brushing teeth,0,23.751455307006836,A person doing shooting basketball at bathroom,22.450992584228516,A person doing brushing teeth at driveway
