index,img_path,label_A,label_B,clip_choice,prob0,prompt0,prob1,prompt1
1464,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001464_playing guitar_to_clean and jerk_udWm9sdOD2M_000013_000023_bg_Um05ExTanZQ_000017_000027/000151.jpg,playing guitar,clean and jerk,1,25.76109504699707,A person doing playing guitar at crossfit box,27.605331420898438,A person doing clean and jerk at music studio
1465,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001465_deadlifting_to_hurdling_Zm4jkDRzcZc_000003_000013_bg_vNOJj2XzgzA_000015_000025/000134.jpg,deadlifting,hurdling,1,28.51955223083496,A person doing deadlifting at track,30.898439407348633,A person doing hurdling at home
1466,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001466_playing trumpet_to_punching person (boxing)_60_dPIw6Qvo_000153_000163_bg_RSFPNoAqd2w_000055_000065/000151.jpg,playing trumpet,punching person (boxing),1,18.993385314941406,A person doing playing trumpet at street,20.925716400146484,A person doing punching person (boxing) at jazz club
1467,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001467_climbing ladder_to_juggling soccer ball_HCKNmc0X0kQ_000001_000011_bg_xYnCc5a3nkM_000077_000087/000151.jpg,climbing ladder,juggling soccer ball,0,24.03766632080078,A person doing climbing ladder at soccer field,23.000032424926758,A person doing juggling soccer ball at fire station
1468,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001468_reading newspaper_to_dribbling basketball_gKqKWn6Nl0A_000035_000045_bg_LL-1iudTMss_000047_000057/000151.jpg,reading newspaper,dribbling basketball,1,17.386951446533203,A person doing reading newspaper at park,30.633365631103516,A person doing dribbling basketball at café
1469,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001469_playing volleyball_to_smoking_ia9OOU0UE4U_000126_000136_bg_eecPAr9ig-c_000022_000032/000151.jpg,playing volleyball,smoking,1,22.08292007446289,A person doing playing volleyball at rooftop,23.864543914794922,A person doing smoking at backyard
1470,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001470_deadlifting_to_hurdling_zplKZpwToWc_000000_000010_bg_UytdOEGAZbs_000014_000024/000151.jpg,deadlifting,hurdling,0,30.850242614746094,A person doing deadlifting at school,27.872514724731445,A person doing hurdling at garage
1471,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001471_catching or throwing frisbee_to_punching person (boxing)_FzYUhtv41XY_000041_000051_bg_Ogjo5L4kbtc_000045_000055/000151.jpg,catching or throwing frisbee,punching person (boxing),1,22.72994041442871,A person doing catching or throwing frisbee at backyard,26.447561264038086,A person doing punching person (boxing) at open field
1472,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001472_climbing ladder_to_smoking_PDRjrn_jFME_000015_000025_bg_W1m9gP6rKZk_000012_000022/000151.jpg,climbing ladder,smoking,0,25.679534912109375,A person doing climbing ladder at café,24.375551223754883,A person doing smoking at treehouse
1473,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001473_sword fighting_to_playing violin_dygKWahj16U_000087_000097_bg_Q6G3SqUU3w0_000134_000144/000151.jpg,sword fighting,playing violin,1,24.284448623657227,A person doing sword fighting at park bench,24.307758331298828,A person doing playing violin at forest clearing
1474,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001474_playing basketball_to_tying tie_5n1umdTlMfA_000003_000013_bg_z4o6612UdTo_000073_000083/000151.jpg,playing basketball,tying tie,0,29.60689353942871,A person doing playing basketball at car,18.92318344116211,A person doing tying tie at park
1475,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001475_clean and jerk_to_surfing water_0-P_FPa2820_000006_000016_bg_zqsBshg9764_000004_000014/000151.jpg,clean and jerk,surfing water,0,25.756763458251953,A person doing clean and jerk at fiji,23.33237075805664,A person doing surfing water at sports training facility
1476,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001476_sweeping floor_to_playing accordion_dhqT0o9B4pU_000050_000060_bg_YgXLcOtQcSg_000028_000038/000151.jpg,sweeping floor,playing accordion,1,20.41702651977539,A person doing sweeping floor at community center,26.34687042236328,A person doing playing accordion at office
1477,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001477_bowling_to_dunking basketball_aZu-GianKek_000001_000011_bg_dKreFRZ8Pvg_000000_000010/000151.jpg,bowling,dunking basketball,1,27.090532302856445,A person doing bowling at playground,32.435977935791016,A person doing dunking basketball at amusement park
1478,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001478_opening bottle_to_playing guitar_CrhPxGAf8Yc_000024_000034_bg_ysjCIR7SkJU_000141_000151/000110.jpg,opening bottle,playing guitar,1,21.55088233947754,A person doing opening bottle at beach,30.156002044677734,A person doing playing guitar at party
1479,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001479_walking the dog_to_bowling_KvVRY61JS7A_000023_000033_bg_Kv6Lgh1DRF8_000013_000023/000117.jpg,walking the dog,bowling,1,26.299840927124023,A person doing walking the dog at bowling alley,29.512962341308594,A person doing bowling at neighborhood
1480,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001480_surfing water_to_writing_rN3oPdeazbA_000012_000022_bg_SXDvx7OFRRQ_000001_000011/000151.jpg,surfing water,writing,0,25.839868545532227,A person doing surfing water at library,21.3883056640625,A person doing writing at gold coast
1481,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001481_juggling balls_to_reading newspaper_IUjXXYN6aV4_000052_000062_bg_uPnEZd6wCtk_000006_000016/000151.jpg,juggling balls,reading newspaper,1,19.31793785095215,A person doing juggling balls at living room,22.78736114501953,A person doing reading newspaper at park
1482,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001482_skipping rope_to_tying tie_vBgzbFRZqFE_000124_000134_bg_7Mtprt8_bqM_000060_000070/000151.jpg,skipping rope,tying tie,0,23.85401153564453,A person doing skipping rope at car,19.721477508544922,A person doing tying tie at backyard
1483,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001483_golf driving_to_playing accordion_55atzobzpwc_000014_000024_bg_EIJGzKnlMRM_000014_000024/000151.jpg,golf driving,playing accordion,0,25.900014877319336,A person doing golf driving at street corner,25.83236312866211,A person doing playing accordion at resort
1484,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001484_surfing water_to_reading book_WhFMDZt4u5s_000064_000074_bg_4qVBgiGwi2c_000218_000228/000151.jpg,surfing water,reading book,1,24.62572479248047,A person doing surfing water at bedroom,25.480371475219727,A person doing reading book at hawaii
1485,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001485_playing guitar_to_reading newspaper_qpVl8NjKRdM_000000_000010_bg_4zpTIveqvL8_000004_000014/000151.jpg,playing guitar,reading newspaper,0,29.98557472229004,A person doing playing guitar at library,18.527849197387695,A person doing reading newspaper at beach
1486,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001486_playing basketball_to_climbing a rope_61oPN1ONIk8_000004_000014_bg_y0wZ949J_4w_000118_000128/000151.jpg,playing basketball,climbing a rope,1,24.40550994873047,A person doing playing basketball at outdoor adventure park,26.646181106567383,A person doing climbing a rope at gymnasium
1487,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001487_deadlifting_to_climbing a rope_oyN6ldlYUD8_000032_000042_bg_BgtsN1zeFWA_000092_000102/000151.jpg,deadlifting,climbing a rope,0,33.569236755371094,A person doing deadlifting at outdoor adventure park,27.46477508544922,A person doing climbing a rope at gym
1488,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001488_shooting goal (soccer)_to_reading book_XbdRgFKZfqo_000002_000012_bg_o6dIjv5pOKc_000004_000014/000151.jpg,shooting goal (soccer),reading book,1,12.500880241394043,A person doing shooting goal (soccer) at beach,18.421449661254883,A person doing reading book at backyard
1489,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001489_reading newspaper_to_playing piano_L-OmpfpkwOg_000026_000036_bg_ErtSFRpSeDA_000088_000098/000151.jpg,reading newspaper,playing piano,1,27.424829483032227,A person doing reading newspaper at music studio,29.93203353881836,A person doing playing piano at park
1490,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001490_playing bass guitar_to_drinking_D8NgkKUbuQU_000003_000013_bg_gDvxSxb3WuE_000188_000198/000151.jpg,playing bass guitar,drinking,0,29.334522247314453,A person doing playing bass guitar at home,21.311519622802734,A person doing drinking at band practice room
1491,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001491_eating cake_to_walking the dog_d4IhT7ZcfJY_000001_000011_bg_q7SprFkmpPU_000012_000022/000151.jpg,eating cake,walking the dog,0,25.272586822509766,A person doing eating cake at trail,23.573692321777344,A person doing walking the dog at bakery
1492,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001492_writing_to_sweeping floor_Ub0rc6U6nfI_000100_000110_bg_Pao46Zf359w_000015_000025/000151.jpg,writing,sweeping floor,1,21.697038650512695,A person doing writing at gym,25.262393951416016,A person doing sweeping floor at library
1493,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001493_playing accordion_to_sword fighting_YgXLcOtQcSg_000028_000038_bg_7G7e9f0E-Xk_000042_000052/000140.jpg,playing accordion,sword fighting,1,20.826881408691406,A person doing playing accordion at forest clearing,26.051830291748047,A person doing sword fighting at park bench
1494,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001494_playing violin_to_dribbling basketball_F-cmTIX6Drw_000002_000012_bg_YXUsljH4iz8_000097_000107/000151.jpg,playing violin,dribbling basketball,1,18.299861907958984,A person doing playing violin at street,24.027341842651367,A person doing dribbling basketball at concert hall
1495,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001495_dunking basketball_to_shooting basketball_nqlTKZnrFcM_000059_000069_bg_61Z36GSHLx4_000060_000070/000151.jpg,dunking basketball,shooting basketball,1,30.09783935546875,A person doing dunking basketball at basketball court,32.3078727722168,A person doing shooting basketball at sports arena
1496,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001496_reading book_to_brushing teeth_T-jJFnP0oDA_000004_000014_bg_r95HrwQa8lk_000008_000018/000151.jpg,reading book,brushing teeth,0,26.454153060913086,A person doing reading book at hotel room,21.135692596435547,A person doing brushing teeth at library
1497,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001497_skiing (not slalom or crosscountry)_to_walking the dog_59Pe1ZaEPPo_000022_000032_bg_9dnXMsrhHC8_000359_000369/000151.jpg,skiing (not slalom or crosscountry),walking the dog,1,20.739032745361328,A person doing skiing (not slalom or crosscountry) at park,23.522891998291016,A person doing walking the dog at aspen
1498,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001498_playing violin_to_reading book_Y9_AJlP0iUY_000373_000383_bg_NKa9BTeqGJE_000204_000214/000151.jpg,playing violin,reading book,1,20.996986389160156,A person doing playing violin at beach,21.55539321899414,A person doing reading book at concert hall
1499,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001499_playing accordion_to_shooting goal (soccer)_U_D-B-xXgys_000056_000066_bg_dxELnzdghDU_000035_000045/000151.jpg,playing accordion,shooting goal (soccer),1,17.08017349243164,A person doing playing accordion at school playground,21.28240966796875,A person doing shooting goal (soccer) at street corner
1500,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001500_playing violin_to_sword fighting_nEomGihKPkU_000015_000025_bg_kuvCR43h0yU_000001_000011/000151.jpg,playing violin,sword fighting,1,26.02328109741211,A person doing playing violin at beach cove,32.05271911621094,A person doing sword fighting at park bench
1501,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001501_brushing hair_to_canoeing or kayaking_CfaunD-wk9o_000076_000086_bg_g6JbVxvMXV0_000029_000039/000151.jpg,brushing hair,canoeing or kayaking,0,27.58837127685547,A person doing brushing hair at puget sound,25.225004196166992,A person doing canoeing or kayaking at dressing room
1502,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001502_skiing slalom_to_punching person (boxing)_6_35grP3MOc_000121_000131_bg_GCeJ0S7BWj4_000342_000352/000151.jpg,skiing slalom,punching person (boxing),1,23.263463973999023,A person doing skiing slalom at boxing ring,24.377832412719727,A person doing punching person (boxing) at aspens
1503,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001503_juggling soccer ball_to_surfing water_44oF-GJ3JYQ_000011_000021_bg_huD7LQBrg2k_000057_000067/000151.jpg,juggling soccer ball,surfing water,1,21.600988388061523,A person doing juggling soccer ball at gold coast,28.69332504272461,A person doing surfing water at backyard
1504,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001504_skipping rope_to_juggling balls_d60BR0UZL7s_000072_000082_bg_xtSBE8LFhXY_000029_000039/000151.jpg,skipping rope,juggling balls,1,22.419469833374023,A person doing skipping rope at backyard,22.681581497192383,A person doing juggling balls at gym
1505,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001505_tying tie_to_playing saxophone_mHlVB_CxXGE_000043_000053_bg_-zpKHNrNsn4_000226_000236/000151.jpg,tying tie,playing saxophone,0,27.647960662841797,A person doing tying tie at street corner,23.77164649963379,A person doing playing saxophone at car
1506,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001506_brushing hair_to_writing_P9iTjVixn-E_000431_000441_bg_RYsaQFpGX54_000091_000101/000151.jpg,brushing hair,writing,0,25.778446197509766,A person doing brushing hair at university classroom,21.208026885986328,A person doing writing at dressing room
1507,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001507_dribbling basketball_to_brushing hair_wCTJ9bKn_sI_000180_000190_bg_fSi87zV0arw_000403_000413/000151.jpg,dribbling basketball,brushing hair,0,31.266244888305664,A person doing dribbling basketball at bedroom,19.038911819458008,A person doing brushing hair at park
1508,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001508_surfing water_to_eating cake_rN3oPdeazbA_000012_000022_bg_ktK9w4n_zS0_000018_000028/000151.jpg,surfing water,eating cake,1,20.6409854888916,A person doing surfing water at coffee shop,21.676849365234375,A person doing eating cake at malibu
1509,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001509_hitting baseball_to_bowling_N5zWQkoLM3M_000120_000130_bg_5NLQMrXzCQA_000003_000013/000151.jpg,hitting baseball,bowling,1,25.497447967529297,A person doing hitting baseball at amusement park,31.087339401245117,A person doing bowling at backyard
1510,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001510_playing bass guitar_to_skiing slalom_jvih6ILV5og_000262_000272_bg_D5bxwDTzKrI_000313_000323/000151.jpg,playing bass guitar,skiing slalom,1,23.96696662902832,A person doing playing bass guitar at whistler blackcomb,26.11631965637207,A person doing skiing slalom at garage
1511,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001511_juggling soccer ball_to_catching or throwing baseball_2WgOKCYyL7g_000084_000094_bg_l_9GEyNNkJU_000002_000012/000151.jpg,juggling soccer ball,catching or throwing baseball,1,26.43039321899414,A person doing juggling soccer ball at baseball field,26.601764678955078,A person doing catching or throwing baseball at soccer field
1512,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001512_driving car_to_punching person (boxing)_mM8A7RHUtlI_000064_000074_bg_GfUWoo5NQxg_000010_000020/000151.jpg,driving car,punching person (boxing),0,18.168212890625,A person doing driving car at gym,18.066482543945312,A person doing punching person (boxing) at suburban neighborhood
1513,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001513_golf driving_to_tying tie_jr3uNxx0zT4_000004_000014_bg_7Mtprt8_bqM_000060_000070/000049.jpg,golf driving,tying tie,0,19.71681785583496,A person doing golf driving at wedding venue,19.43124008178711,A person doing tying tie at golf course
1514,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001514_climbing a rope_to_catching or throwing frisbee_XXI6AHRaH2Y_000007_000017_bg_bJa17ELAtig_000000_000010/000151.jpg,climbing a rope,catching or throwing frisbee,1,26.369041442871094,A person doing climbing a rope at open field,26.755624771118164,A person doing catching or throwing frisbee at gymnasium
1515,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001515_playing saxophone_to_drinking_7YihjsB2CEk_000000_000010_bg_ZxZ_4ktF_MU_000012_000022/000151.jpg,playing saxophone,drinking,1,22.07889175415039,A person doing playing saxophone at park,28.03928565979004,A person doing drinking at street corner
1516,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001516_playing piano_to_opening bottle_Ll776ep8IwA_000014_000024_bg_PyIShF3VQ1A_000050_000060/000151.jpg,playing piano,opening bottle,1,23.520906448364258,A person doing playing piano at kitchen,29.793399810791016,A person doing opening bottle at school auditorium
1517,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001517_smoking_to_playing bass guitar_Vwhsfej2mKE_000089_000099_bg_0GWr1EV6ZuY_000106_000116/000151.jpg,smoking,playing bass guitar,1,25.311447143554688,A person doing smoking at music studio,25.3266544342041,A person doing playing bass guitar at balcony
1518,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001518_playing basketball_to_flying kite_8moq8a_YPXI_000032_000042_bg_QWYIpugAC7A_000051_000061/000151.jpg,playing basketball,flying kite,0,26.226987838745117,A person doing playing basketball at beach,24.816164016723633,A person doing flying kite at driveway
1519,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001519_playing guitar_to_driving car_XN68IGmQcis_000094_000104_bg_-yoInW_REsc_000036_000046/000151.jpg,playing guitar,driving car,0,27.50423812866211,A person doing playing guitar at highway,24.023303985595703,A person doing driving car at coffee shop
1520,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001520_walking the dog_to_playing volleyball_ElcE4QXDn5Q_000066_000076_bg_Wy9255DnVLA_000718_000728/000151.jpg,walking the dog,playing volleyball,1,19.503938674926758,A person doing walking the dog at beach,21.310054779052734,A person doing playing volleyball at beach
1521,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001521_writing_to_tying tie_vYfm8bO--TM_000004_000014_bg_q8gRhZmzJmo_000098_000108/000151.jpg,writing,tying tie,1,22.41455078125,A person doing writing at car,23.357912063598633,A person doing tying tie at university classroom
1522,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001522_catching or throwing baseball_to_dribbling basketball_xCQQGcnH-U0_000004_000014_bg_izuALcpMYoo_000029_000039/000101.jpg,catching or throwing baseball,dribbling basketball,1,29.259132385253906,A person doing catching or throwing baseball at basketball court,29.70443344116211,A person doing dribbling basketball at baseball field
1523,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001523_shooting basketball_to_playing basketball_u6PXN2gCiwY_000005_000015_bg_f8_NJjm1Gvg_000026_000036/000151.jpg,shooting basketball,playing basketball,0,29.443105697631836,A person doing shooting basketball at driveway,29.2120361328125,A person doing playing basketball at driveway
1524,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001524_dribbling basketball_to_reading newspaper_6RQ2rLKLsv8_000006_000016_bg_pSCunaRn45A_000426_000436/000151.jpg,dribbling basketball,reading newspaper,0,25.330947875976562,A person doing dribbling basketball at subway,18.788671493530273,A person doing reading newspaper at driveway
1525,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001525_playing tennis_to_surfing water_PztvYcSI9Xg_000001_000011_bg_zqsBshg9764_000004_000014/000151.jpg,playing tennis,surfing water,1,22.97593879699707,A person doing playing tennis at gold coast,25.909189224243164,A person doing surfing water at tennis court
1526,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001526_tying tie_to_opening bottle_iYHlztQWOA0_000050_000060_bg_-4szNHl4P0c_000012_000022/000151.jpg,tying tie,opening bottle,1,20.307544708251953,A person doing tying tie at beach,23.47477149963379,A person doing opening bottle at office
1527,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001527_catching or throwing frisbee_to_dunking basketball_XbDTCf515XE_000004_000014_bg_dKreFRZ8Pvg_000000_000010/000151.jpg,catching or throwing frisbee,dunking basketball,1,28.232707977294922,A person doing catching or throwing frisbee at gymnasium,29.139677047729492,A person doing dunking basketball at open field
1528,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001528_playing basketball_to_skiing (not slalom or crosscountry)__tLX2urc6I8_000013_000023_bg_fRiYQEVMcEc_000000_000010/000151.jpg,playing basketball,skiing (not slalom or crosscountry),1,23.36602020263672,A person doing playing basketball at zermatt,25.03384017944336,A person doing skiing (not slalom or crosscountry) at basketball court
1529,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001529_canoeing or kayaking_to_playing basketball_M6RS0V1fpz0_000276_000286_bg_3mIvIgAlniY_000001_000011/000151.jpg,canoeing or kayaking,playing basketball,1,15.862584114074707,A person doing canoeing or kayaking at park,21.802406311035156,A person doing playing basketball at colorado river
1530,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001530_playing piano_to_hurdling_Z3XphEQB8XU_000006_000016_bg_1ZP9LHPTwwg_000012_000022/000151.jpg,playing piano,hurdling,1,22.625810623168945,A person doing playing piano at school,27.73278045654297,A person doing hurdling at living room
1531,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001531_canoeing or kayaking_to_playing guitar_M6RS0V1fpz0_000276_000286_bg_ysjCIR7SkJU_000141_000151/000151.jpg,canoeing or kayaking,playing guitar,1,23.234111785888672,A person doing canoeing or kayaking at music studio,25.0426025390625,A person doing playing guitar at lake tahoe
1532,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001532_dribbling basketball_to_playing accordion_Ef1N4vXMINQ_000059_000069_bg_UBvJD2xjtvY_000000_000010/000151.jpg,dribbling basketball,playing accordion,1,24.143733978271484,A person doing dribbling basketball at coffee shop,25.267379760742188,A person doing playing accordion at gymnasium
1533,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001533_canoeing or kayaking_to_playing accordion_P5mVA36sLAw_000069_000079_bg_GgOCTNRyCpg_000002_000012/000151.jpg,canoeing or kayaking,playing accordion,1,16.033489227294922,A person doing canoeing or kayaking at street corner,29.190427780151367,A person doing playing accordion at everglades
1534,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001534_playing saxophone_to_playing basketball_6dUY8QB2j8g_000031_000041_bg_eyUkNXqDkFg_000008_000018/000147.jpg,playing saxophone,playing basketball,1,19.33941078186035,A person doing playing saxophone at schoolyard,23.219743728637695,A person doing playing basketball at jazz club
1535,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001535_climbing a rope_to_canoeing or kayaking_BgtsN1zeFWA_000092_000102_bg_OMRKSAfDAeI_000012_000022/000151.jpg,climbing a rope,canoeing or kayaking,1,22.97016143798828,A person doing climbing a rope at bayou,27.033100128173828,A person doing canoeing or kayaking at climbing wall
1536,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001536_hurdling_to_surfing water_SQc2ZVyJneo_000023_000033_bg_Xw4fT9C0koA_000176_000186/000151.jpg,hurdling,surfing water,1,24.568227767944336,A person doing hurdling at fiji,28.919431686401367,A person doing surfing water at training facility
1537,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001537_punching person (boxing)_to_hitting baseball_1OnrPst_Cxs_000000_000010_bg_YNMHMKb5Md4_000032_000042/000151.jpg,punching person (boxing),hitting baseball,0,25.862974166870117,A person doing punching person (boxing) at baseball field,23.686208724975586,A person doing hitting baseball at sports arena
1538,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001538_playing bass guitar_to_playing accordion_a8ksm0AKRJY_000196_000206_bg_syp1O0cjens_000038_000048/000092.jpg,playing bass guitar,playing accordion,1,24.267248153686523,A person doing playing bass guitar at street corner,31.838438034057617,A person doing playing accordion at band practice room
1539,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001539_catching or throwing frisbee_to_skiing (not slalom or crosscountry)_KvgYLMfQh8Q_000012_000022_bg_e7N8az-eqS8_001153_001163/000151.jpg,catching or throwing frisbee,skiing (not slalom or crosscountry),0,29.93796157836914,A person doing catching or throwing frisbee at chamonix,24.43653106689453,A person doing skiing (not slalom or crosscountry) at park
1540,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001540_hurdling_to_shooting basketball_WstAIUtk7c8_000003_000013_bg_jnTuUuETpSs_000002_000012/000103.jpg,hurdling,shooting basketball,1,28.218101501464844,A person doing hurdling at basketball court,30.914003372192383,A person doing shooting basketball at track
