full_path,label,choice_1,choice_2,choice_3,choice_4,choice_5,human_choice,choice,choice_is_human
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/EYDCiKGpSFs_000010_000012,dribbling basketball,shooting basketball,playing piano,tying tie,dribbling basketball,eating cake,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/dribbling basketball/pWJ3n5NTgDQ_000007_000010,dribbling basketball,playing guitar,playing volleyball,dribbling basketball,flying kite,eating cake,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/reading newspaper/62Sc2tcK7xc_000006_000011,reading newspaper,catching or throwing baseball,walking the dog,dunking basketball,reading newspaper,clean and jerk,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/reading newspaper/gw2pK33hEWw_000085_000087,reading newspaper,flying kite,climbing ladder,playing tennis,brushing teeth,reading newspaper,5,D,False
/n/fs/visualai-scr/Data/Mimetics2/reading newspaper/0PwWxpWlC-U_000012_000020,reading newspaper,playing piano,driving car,climbing a rope,reading newspaper,playing bass guitar,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing violin/KM9jkQlR51E_000329_000334,playing violin,playing violin,shooting goal (soccer),punching person (boxing),juggling soccer ball,eating ice cream,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing violin/AM72BbbXH4w_000055_000060,playing violin,reading newspaper,playing tennis,playing violin,cleaning windows,playing volleyball,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing violin/SM6vDMcLHiI_000112_000115,playing violin,writing,canoeing or kayaking,climbing a rope,juggling soccer ball,playing violin,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing violin/vYTbXgjqWTw_000002_000007,playing violin,juggling balls,archery,playing violin,playing accordion,dribbling basketball,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing violin/natexREv6Uo_000040_000050,playing violin,playing trumpet,climbing a rope,playing violin,opening bottle,tying tie,3,E,False
/n/fs/visualai-scr/Data/Mimetics2/juggling balls/CytOsGVQyKg_000026_000027,juggling balls,cleaning windows,punching person (boxing),playing piano,juggling balls,surfing water,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/juggling balls/j5tSDS91AcM_000104_000108,juggling balls,playing bass guitar,bowling,juggling balls,clean and jerk,golf driving,3,D,False
/n/fs/visualai-scr/Data/Mimetics2/juggling balls/XrTg8mq_geo_000004_000005,juggling balls,playing trumpet,playing saxophone,shooting basketball,juggling balls,playing basketball,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/Fn866-mNriY_000022_000032,playing trumpet,playing volleyball,skipping rope,playing trumpet,playing basketball,playing saxophone,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/VSwUuE4Mb7k_000008_000012,playing trumpet,playing trumpet,canoeing or kayaking,deadlifting,juggling soccer ball,tying tie,1,E,False
/n/fs/visualai-scr/Data/Mimetics2/playing trumpet/AXJjDX7f4U8_000047_000052,playing trumpet,dribbling basketball,playing trumpet,catching or throwing frisbee,brushing hair,driving car,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/smoking/gYZbufD61Og_000107_000117,smoking,smoking,playing guitar,dunking basketball,clean and jerk,bowling,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/smoking/Ous_8Cm7G1s_000156_000160,smoking,skiing (not slalom or crosscountry),surfing water,smoking,flying kite,eating ice cream,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/smoking/AOgag2eGxyE_000053_000057,smoking,cleaning windows,climbing ladder,shooting goal (soccer),playing saxophone,smoking,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/smoking/COppfZLpk-8_000018_000020,smoking,skiing slalom,playing trumpet,playing saxophone,smoking,canoeing or kayaking,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/smoking/RWLqaD9v6N8_000044_000047,smoking,canoeing or kayaking,dribbling basketball,eating ice cream,smoking,driving car,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/MuHA3dDr5JI_000010_000011,shooting goal (soccer),playing violin,eating ice cream,shooting goal (soccer),golf driving,eating cake,3,D,False
/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/Pk2OTQENWro_000007_000011,shooting goal (soccer),eating ice cream,shooting goal (soccer),playing accordion,climbing ladder,writing,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/j11ARKpK-8Q_000082_000086,shooting goal (soccer),juggling balls,reading newspaper,shooting goal (soccer),catching or throwing frisbee,hurdling,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/shooting goal (soccer)/RVlKVMy-oxI_000240_000243,shooting goal (soccer),writing,shooting goal (soccer),sword fighting,deadlifting,climbing ladder,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/x3QNv54PtlE_000017_000020,hitting baseball,clean and jerk,deadlifting,hitting baseball,catching or throwing frisbee,dunking basketball,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/hvD1Jypn7cg_000108_000110,hitting baseball,climbing a rope,surfing water,clean and jerk,playing accordion,hitting baseball,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/hitting baseball/bodvGG0lOFY_000078_000081,hitting baseball,sweeping floor,reading book,deadlifting,hitting baseball,flying kite,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/FUIqsc5hMMQ_000048_000053,sword fighting,golf driving,drinking,tying tie,dribbling basketball,sword fighting,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/pHtvEIWftR4_000015_000019,sword fighting,drinking,sword fighting,dunking basketball,playing basketball,juggling balls,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/3_mPgxrywfI_000090_000091,sword fighting,playing guitar,reading book,clean and jerk,sword fighting,catching or throwing baseball,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/7qFtea79UQE_000157_000160,sword fighting,playing tennis,climbing a rope,sword fighting,playing trumpet,flying kite,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/sword fighting/TRcCyetKj0o_000304_000308,sword fighting,sword fighting,surfing water,skipping rope,dribbling basketball,deadlifting,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/bXnIBugOVLs_000056_000066,climbing ladder,skiing slalom,playing piano,climbing ladder,opening bottle,surfing water,3,E,False
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/Hmo6-E7DYO4_000002_000008,climbing ladder,cleaning windows,playing saxophone,climbing ladder,playing violin,eating cake,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/climbing ladder/g5NWNG4XyS8_000076_000085,climbing ladder,cleaning windows,golf driving,climbing ladder,reading newspaper,juggling balls,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/Fhd0n8xXTSA_000000_000010,playing bass guitar,playing bass guitar,flying kite,eating ice cream,deadlifting,playing violin,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/D0ntNYx8Zis_000028_000038,playing bass guitar,playing bass guitar,opening bottle,hitting baseball,golf driving,hurdling,1,D,False
/n/fs/visualai-scr/Data/Mimetics2/playing bass guitar/kR8zkH-35kk_000173_000175,playing bass guitar,dribbling basketball,playing bass guitar,punching person (boxing),archery,golf driving,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/u4jWPS4uQb4_000002_000005,playing tennis,playing saxophone,playing basketball,writing,sword fighting,playing tennis,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/af_KqWyh2fE_000055_000064,playing tennis,eating ice cream,climbing a rope,playing basketball,playing tennis,shooting goal (soccer),4,D,True
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/gsdJUGBoKdk_000025_000032,playing tennis,playing tennis,juggling soccer ball,brushing teeth,smoking,shooting goal (soccer),1,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/1-v_nFabl1M_000014_000020,playing tennis,playing guitar,bowling,reading newspaper,playing tennis,dribbling basketball,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/playing tennis/Gc6t9fuZUKY_000552_000559,playing tennis,playing piano,skipping rope,playing tennis,dribbling basketball,bowling,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/qe5KLw8qee0_000181_000184,climbing a rope,climbing a rope,flying kite,writing,playing accordion,drinking,1,D,False
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/79KsitsRxK4_000088_000096,climbing a rope,juggling soccer ball,climbing a rope,tying tie,driving car,surfing water,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/climbing a rope/3EeU-kSO0bY_000064_000068,climbing a rope,tying tie,climbing ladder,clean and jerk,hitting baseball,climbing a rope,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/golf driving/mW2ZS9Y2m8E_000008_000010,golf driving,reading newspaper,playing volleyball,brushing teeth,deadlifting,golf driving,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/golf driving/B2HcgdVgAYE_000017_000022,golf driving,shooting basketball,hitting baseball,catching or throwing baseball,playing violin,golf driving,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/golf driving/JiH47aX9sqU_000017_000023,golf driving,playing volleyball,playing bass guitar,playing violin,walking the dog,golf driving,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/golf driving/nEkB5deP0T8_000117_000122,golf driving,playing saxophone,sword fighting,golf driving,playing violin,dribbling basketball,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/hurdling/wZXgTlk-rak_000000_000010,hurdling,playing accordion,playing tennis,juggling balls,hurdling,dunking basketball,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/hurdling/QK87X-9J-ps_000000_000004,hurdling,deadlifting,hurdling,playing violin,flying kite,climbing ladder,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/hurdling/ov38wjek-ok_000000_000010,hurdling,playing piano,playing bass guitar,tying tie,hurdling,climbing a rope,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/dunking basketball/ucaR1j6Ajs8_000009_000011,dunking basketball,playing basketball,dunking basketball,eating ice cream,catching or throwing baseball,playing trumpet,2,A,False
/n/fs/visualai-scr/Data/Mimetics2/dunking basketball/eMXo3QIsFQo_000178_000180,dunking basketball,dunking basketball,opening bottle,canoeing or kayaking,walking the dog,shooting goal (soccer),1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/d0PB6JKaBro_000022_000030,playing guitar,playing trumpet,canoeing or kayaking,drinking,playing guitar,playing bass guitar,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/8ayeoP9Q-eY_000035_000040,playing guitar,skiing slalom,playing guitar,tying tie,sweeping floor,climbing a rope,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/zbx22vdGsiI_000168_000170,playing guitar,driving car,hurdling,catching or throwing baseball,deadlifting,playing guitar,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/playing guitar/yh1JjC75YIc_000009_000011,playing guitar,dunking basketball,deadlifting,skipping rope,surfing water,playing guitar,5,C,False
/n/fs/visualai-scr/Data/Mimetics2/bowling/0Pxoj58NcqI_000027_000030,bowling,canoeing or kayaking,surfing water,writing,bowling,playing violin,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/bowling/HpycA1NELVM_000123_000125,bowling,skiing slalom,bowling,juggling soccer ball,playing violin,smoking,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/bowling/DrhqyqLiodc_000065_000066,bowling,driving car,bowling,shooting basketball,clean and jerk,skiing slalom,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/bowling/GeiX1Af9HtI_000083_000093,bowling,bowling,catching or throwing frisbee,playing bass guitar,playing accordion,driving car,1,B,False
/n/fs/visualai-scr/Data/Mimetics2/playing saxophone/oaNiS_tHfbE_000035_000039,playing saxophone,playing saxophone,canoeing or kayaking,archery,catching or throwing frisbee,tying tie,1,E,False
/n/fs/visualai-scr/Data/Mimetics2/playing saxophone/J2zoY_UfNlQ_000005_000015,playing saxophone,deadlifting,playing saxophone,sweeping floor,tying tie,walking the dog,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/playing saxophone/ixBkTYPG82g_000048_000053,playing saxophone,playing saxophone,cleaning windows,playing accordion,playing guitar,eating cake,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/4XlPCuCEfUg_000058_000060,brushing teeth,sword fighting,brushing teeth,smoking,canoeing or kayaking,skiing (not slalom or crosscountry),2,B,True
/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/n7ew4qIamfA_000047_000052,brushing teeth,brushing teeth,opening bottle,drinking,cleaning windows,catching or throwing baseball,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/yyTJQN_e1q0_000010_000017,brushing teeth,driving car,brushing teeth,juggling balls,catching or throwing baseball,sweeping floor,2,D,False
/n/fs/visualai-scr/Data/Mimetics2/brushing teeth/MNj1VOYinX0_000044_000047,brushing teeth,playing trumpet,reading newspaper,reading book,brushing teeth,juggling balls,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/playing basketball/nrlWz4aIkRI_000000_000003,playing basketball,clean and jerk,climbing a rope,eating ice cream,surfing water,playing basketball,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/playing basketball/xNeghXu6ZS4_000002_000007,playing basketball,playing basketball,eating cake,sweeping floor,playing accordion,hitting baseball,1,E,False
/n/fs/visualai-scr/Data/Mimetics2/playing basketball/lhuGcGu3-7E_000003_000013,playing basketball,playing basketball,driving car,tying tie,smoking,surfing water,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/tying tie/nPCH31K5ISg_000009_000013,tying tie,reading newspaper,playing saxophone,deadlifting,tying tie,playing tennis,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/tying tie/COppfZLpk-8_000205_000208,tying tie,catching or throwing frisbee,climbing ladder,juggling soccer ball,tying tie,sword fighting,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/skiing slalom/HxOm8k6PVb8_000035_000045,skiing slalom,skiing (not slalom or crosscountry),canoeing or kayaking,dunking basketball,brushing hair,skiing slalom,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/skiing slalom/0TuF-RqBhWs_000137_000147,skiing slalom,skiing slalom,hurdling,dribbling basketball,writing,playing violin,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/skiing slalom/pKnP88kWTKA_001536_001546,skiing slalom,playing volleyball,skiing slalom,playing bass guitar,cleaning windows,playing trumpet,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/5HfC8ROl_Z8_000073_000075,brushing hair,opening bottle,clean and jerk,skiing slalom,shooting basketball,brushing hair,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/LlXKCeXsdNg_000086_000089,brushing hair,brushing hair,eating cake,playing volleyball,skiing (not slalom or crosscountry),juggling soccer ball,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/JPBjBflm7V4_000063_000069,brushing hair,playing tennis,skiing slalom,brushing hair,surfing water,golf driving,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/5r3Z45QAmxI_000205_000211,brushing hair,playing saxophone,punching person (boxing),bowling,brushing hair,climbing a rope,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/brushing hair/PjUiNabLd04_000469_000472,brushing hair,brushing hair,sweeping floor,dribbling basketball,hurdling,drinking,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/punching person (boxing)/xJUW5S38h14_000054_000061,punching person (boxing),punching person (boxing),cleaning windows,flying kite,hitting baseball,playing volleyball,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/punching person (boxing)/PuQDdeQxejw_000001_000005,punching person (boxing),punching person (boxing),shooting goal (soccer),bowling,hurdling,cleaning windows,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/punching person (boxing)/ZQAzZN4uRM4_000269_000271,punching person (boxing),eating ice cream,punching person (boxing),climbing a rope,playing guitar,driving car,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/punching person (boxing)/zl5qNMwJ_jU_000120_000121,punching person (boxing),reading newspaper,juggling balls,punching person (boxing),drinking,skiing slalom,3,D,False
/n/fs/visualai-scr/Data/Mimetics2/playing accordion/8_Ex8pZgeAY_000050_000060,playing accordion,playing accordion,brushing hair,climbing ladder,walking the dog,playing piano,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/playing accordion/9CtKGiqhCoA_000023_000027,playing accordion,playing trumpet,playing accordion,shooting goal (soccer),brushing hair,cleaning windows,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/archery/rn4TUxN67XY_000229_000238,archery,playing bass guitar,eating cake,climbing a rope,archery,shooting goal (soccer),4,E,False
/n/fs/visualai-scr/Data/Mimetics2/archery/Wj4-fNnZqIc_000003_000007,archery,brushing hair,eating cake,sweeping floor,catching or throwing baseball,archery,5,D,False
/n/fs/visualai-scr/Data/Mimetics2/archery/eu3whHZ63Jo_000024_000026,archery,driving car,archery,smoking,shooting basketball,writing,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/archery/raooqfayrIQ_000050_000051,archery,archery,hitting baseball,reading newspaper,playing tennis,playing piano,1,B,False
/n/fs/visualai-scr/Data/Mimetics2/archery/0zFbEjoGlhc_000006_000010,archery,drinking,catching or throwing baseball,punching person (boxing),archery,surfing water,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing frisbee/ItllLoYW1Og_000074_000076,catching or throwing frisbee,catching or throwing frisbee,punching person (boxing),playing piano,reading book,driving car,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing frisbee/P-gHg3cUU2A_000019_000021,catching or throwing frisbee,playing piano,surfing water,climbing a rope,catching or throwing frisbee,shooting basketball,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing frisbee/TazunpSKrq0_000025_000031,catching or throwing frisbee,catching or throwing frisbee,clean and jerk,playing saxophone,dunking basketball,flying kite,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing frisbee/P-gHg3cUU2A_000060_000064,catching or throwing frisbee,archery,hurdling,playing volleyball,catching or throwing frisbee,juggling balls,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/drinking/ISAMIkCV5Is_000367_000370,drinking,skipping rope,dunking basketball,reading newspaper,deadlifting,drinking,5,D,False
/n/fs/visualai-scr/Data/Mimetics2/drinking/cRsvdcmXk8M_000005_000009,drinking,hurdling,sword fighting,drinking,skiing slalom,canoeing or kayaking,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/drinking/gFhirwb2vtk_000071_000074,drinking,juggling soccer ball,tying tie,surfing water,walking the dog,drinking,5,B,False
/n/fs/visualai-scr/Data/Mimetics2/drinking/LkMG3Ntn-g8_000056_000060,drinking,hitting baseball,shooting goal (soccer),drinking,canoeing or kayaking,climbing a rope,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/drinking/TFSIm3Zeecg_000053_000055,drinking,drinking,reading newspaper,juggling soccer ball,brushing teeth,juggling balls,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/drinking/i1x9qnLy3Ng_000027_000029,drinking,juggling balls,writing,skipping rope,clean and jerk,drinking,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/reading book/ok3F7541Ews_000080_000082,reading book,sword fighting,punching person (boxing),reading book,playing tennis,skipping rope,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/reading book/L3yIVkdL43E_000030_000035,reading book,reading book,cleaning windows,dunking basketball,sweeping floor,playing bass guitar,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/reading book/cLqHYQY3Sjo_000033_000038,reading book,driving car,shooting basketball,hitting baseball,surfing water,reading book,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/eating ice cream/LAwv-gU3lqE_000055_000057,eating ice cream,playing tennis,playing volleyball,playing piano,eating ice cream,deadlifting,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/eating ice cream/X2pmhFCUDJw_000095_000100,eating ice cream,hitting baseball,golf driving,climbing ladder,eating ice cream,playing volleyball,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/eating ice cream/EjVnQyhz8uo_000202_000210,eating ice cream,playing piano,eating ice cream,reading book,skipping rope,canoeing or kayaking,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/flying kite/NjaSSRcBgus_000085_000095,flying kite,playing piano,juggling balls,skiing (not slalom or crosscountry),playing bass guitar,flying kite,5,A,False
/n/fs/visualai-scr/Data/Mimetics2/flying kite/MbmFcjcGf8w_000196_000203,flying kite,brushing hair,surfing water,bowling,flying kite,archery,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/sweeping floor/an1BQc5Nitg_000113_000118,sweeping floor,sword fighting,eating cake,sweeping floor,punching person (boxing),playing tennis,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/sweeping floor/an1BQc5Nitg_000139_000142,sweeping floor,deadlifting,tying tie,climbing ladder,sweeping floor,walking the dog,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/sweeping floor/tJVNul1R24o_000000_000005,sweeping floor,golf driving,eating ice cream,playing tennis,sweeping floor,dunking basketball,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/walking the dog/U7d5rZ944Vs_000053_000054,walking the dog,walking the dog,opening bottle,reading book,playing basketball,playing guitar,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/walking the dog/7pkMMm2BhTg_000012_000017,walking the dog,playing tennis,walking the dog,brushing hair,playing guitar,skiing (not slalom or crosscountry),2,B,True
/n/fs/visualai-scr/Data/Mimetics2/walking the dog/oxmXnucXlMQ_000055_000057,walking the dog,tying tie,driving car,eating ice cream,golf driving,walking the dog,5,D,False
/n/fs/visualai-scr/Data/Mimetics2/walking the dog/yMVRfX-cYRk_000084_000089,walking the dog,driving car,punching person (boxing),walking the dog,dunking basketball,eating cake,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/skipping rope/XZBs7xlrNAw_000015_000025,skipping rope,archery,skipping rope,surfing water,shooting goal (soccer),sword fighting,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/skipping rope/4PZAs22DgHA_000029_000039,skipping rope,surfing water,shooting goal (soccer),playing bass guitar,skipping rope,shooting basketball,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/skipping rope/M1qYDjgWF7g_000068_000078,skipping rope,skipping rope,golf driving,dunking basketball,brushing hair,playing trumpet,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/clean and jerk/O9m7k8GagTA_000263_000273,clean and jerk,sword fighting,walking the dog,flying kite,punching person (boxing),clean and jerk,5,D,False
/n/fs/visualai-scr/Data/Mimetics2/clean and jerk/xxWzjiEEEyo_000036_000041,clean and jerk,clean and jerk,climbing ladder,bowling,eating cake,playing tennis,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/clean and jerk/qe5KLw8qee0_000287_000297,clean and jerk,skipping rope,sword fighting,clean and jerk,flying kite,brushing teeth,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/eating cake/FPMBV3rd_hI_000003_000010,eating cake,smoking,hitting baseball,playing piano,eating cake,playing basketball,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/eating cake/kGpDLyc59ik_000190_000200,eating cake,shooting basketball,eating cake,juggling balls,punching person (boxing),driving car,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/eating cake/uPCzjHPS--U_000070_000072,eating cake,playing basketball,playing guitar,eating cake,bowling,playing trumpet,3,B,False
/n/fs/visualai-scr/Data/Mimetics2/eating cake/RWLqaD9v6N8_000140_000146,eating cake,eating cake,writing,cleaning windows,skipping rope,hitting baseball,1,D,False
/n/fs/visualai-scr/Data/Mimetics2/eating cake/LlXKCeXsdNg_000177_000183,eating cake,reading newspaper,shooting goal (soccer),eating cake,hitting baseball,tying tie,3,C,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing baseball/L4lqtPwU5vY_000122_000123,catching or throwing baseball,reading book,catching or throwing baseball,tying tie,writing,playing accordion,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing baseball/0QAUWDBvbHc_000074_000075,catching or throwing baseball,golf driving,playing tennis,canoeing or kayaking,catching or throwing baseball,clean and jerk,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/catching or throwing baseball/TRcCyetKj0o_000107_000112,catching or throwing baseball,brushing hair,playing volleyball,canoeing or kayaking,catching or throwing baseball,shooting goal (soccer),4,D,True
/n/fs/visualai-scr/Data/Mimetics2/skiing (not slalom or crosscountry)/L-1AdOARfRU_000090_000092,skiing (not slalom or crosscountry),punching person (boxing),playing guitar,climbing a rope,brushing hair,skiing (not slalom or crosscountry),5,C,False
/n/fs/visualai-scr/Data/Mimetics2/skiing (not slalom or crosscountry)/TRcCyetKj0o_000184_000187,skiing (not slalom or crosscountry),skiing (not slalom or crosscountry),sweeping floor,archery,dribbling basketball,golf driving,1,A,True
/n/fs/visualai-scr/Data/Mimetics2/skiing (not slalom or crosscountry)/j734kxPTeD8_000240_000246,skiing (not slalom or crosscountry),golf driving,skiing (not slalom or crosscountry),catching or throwing baseball,brushing hair,bowling,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/ArGXhyriIzs_000006_000012,juggling soccer ball,hitting baseball,climbing a rope,sweeping floor,juggling balls,juggling soccer ball,5,D,False
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/3YUTULgA-Hc_000036_000037,juggling soccer ball,archery,juggling soccer ball,juggling balls,brushing teeth,playing piano,2,C,False
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/58RrWSDBsNc_000281_000283,juggling soccer ball,brushing hair,playing bass guitar,golf driving,juggling soccer ball,juggling balls,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/juggling soccer ball/pOHZlLytOQw_000170_000180,juggling soccer ball,deadlifting,playing saxophone,juggling soccer ball,flying kite,opening bottle,3,A,False
/n/fs/visualai-scr/Data/Mimetics2/deadlifting/hJn2UPaicZc_000008_000010,deadlifting,climbing a rope,deadlifting,sword fighting,playing violin,hurdling,2,B,True
/n/fs/visualai-scr/Data/Mimetics2/deadlifting/9_UCzNl796M_000141_000145,deadlifting,shooting basketball,eating cake,walking the dog,golf driving,deadlifting,5,E,True
/n/fs/visualai-scr/Data/Mimetics2/deadlifting/o7Aj7Bq8Kos_000090_000091,deadlifting,playing saxophone,eating ice cream,catching or throwing frisbee,deadlifting,dribbling basketball,4,D,True
/n/fs/visualai-scr/Data/Mimetics2/driving car/m-H7X-deSTk_000216_000219,driving car,eating cake,playing violin,clean and jerk,driving car,tying tie,4,C,False
/n/fs/visualai-scr/Data/Mimetics2/driving car/SrS39FDK3HY_000028_000035,driving car,driving car,juggling balls,clean and jerk,skipping rope,hurdling,1,C,False
/n/fs/visualai-scr/Data/Mimetics2/driving car/FPMBV3rd_hI_000077_000087,driving car,drinking,playing piano,driving car,playing trumpet,golf driving,3,E,False
/n/fs/visualai-scr/Data/Mimetics2/driving car/aJd5kfrA0Vs_000341_000351,driving car,reading newspaper,eating ice cream,shooting basketball,driving car,bowling,4,E,False
/n/fs/visualai-scr/Data/Mimetics2/cleaning windows/xGs73XJkM24_000000_000002,cleaning windows,dunking basketball,hurdling,deadlifting,cleaning windows,climbing ladder,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/cleaning windows/2L0fVqR_xtU_000003_000013,cleaning windows,shooting basketball,playing accordion,brushing teeth,cleaning windows,playing piano,4,B,False
/n/fs/visualai-scr/Data/Mimetics2/cleaning windows/6QV4jL5lrJI_000012_000016,cleaning windows,dribbling basketball,juggling soccer ball,shooting basketball,cleaning windows,playing tennis,4,A,False
/n/fs/visualai-scr/Data/Mimetics2/cleaning windows/NMe-qhhPUTo_000156_000166,cleaning windows,punching person (boxing),hitting baseball,writing,driving car,cleaning windows,5,A,False
