action_swap_path,frame_num,label_A,label_B,predicted_label,predicted_score,human_action_rank,human_action_score,background_action_rank,background_action_score,human_top1,human_top5,background_top1,background_top5,background_wins,ranking_gap,score_gap,top10_predictions
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001821_driving car_to_hitting baseball_rAfXAb_TJ3E_000137_000147_bg_3R1kvNrGJK0_000011_000021,150.0,driving car,hitting baseball,hitting baseball,0.723598837852478,27,9.51087276916951e-05,1,0.723598837852478,False,False,True,True,True,-26,0.7235037291247863,"['hitting baseball', 'catching or throwing baseball', 'catching or throwing frisbee', 'juggling soccer ball', 'shooting goal (soccer)', 'sword fighting', 'playing tennis', 'climbing a rope', 'hurdling', 'juggling balls']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001825_playing saxophone_to_shooting basketball_--7VUM9MKg4_000136_000146_bg_kmcKQn7Xbyg_000003_000013,116.5,playing saxophone,shooting basketball,tying tie,0.25055423378944397,36,0.0002942554128821939,9,0.04020840302109718,False,False,False,False,True,-27,0.03991414760821499,"['tying tie', 'juggling soccer ball', 'skipping rope', 'juggling balls', 'climbing a rope', 'dribbling basketball', 'opening bottle', 'clean and jerk', 'shooting basketball', 'dunking basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001829_climbing ladder_to_archery_OAHWyWJmvJI_000030_000040_bg_3and4vWkW4s_000011_000021,150.0,climbing ladder,archery,archery,0.9795607924461365,19,2.2481108317151666e-05,1,0.9795607924461365,False,False,True,True,True,-18,0.9795383113378193,"['archery', 'skiing slalom', 'shooting goal (soccer)', 'skiing (not slalom or crosscountry)', 'flying kite', 'hurdling', 'shooting basketball', 'sweeping floor', 'juggling balls', 'golf driving']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001833_drinking_to_eating ice cream_neocHYtz6yw_000061_000071_bg_ivTBjENMTkY_000036_000046,150.0,drinking,eating ice cream,writing,0.42723435163497925,14,0.017493033781647682,21,0.003517193952575326,False,False,False,False,False,7,-0.013975839829072356,"['writing', 'brushing hair', 'playing piano', 'playing accordion', 'reading book', 'playing guitar', 'smoking', 'opening bottle', 'playing trumpet', 'playing saxophone']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001837_skipping rope_to_catching or throwing baseball_nyO86Yf_MA0_000197_000207_bg_W8Fbjslydzs_000039_000049,150.0,skipping rope,catching or throwing baseball,skipping rope,0.37091684341430664,1,0.37091684341430664,33,0.0008809517603367567,True,True,False,False,False,32,-0.3700358916539699,"['skipping rope', 'juggling balls', 'juggling soccer ball', 'playing volleyball', 'playing tennis', 'sword fighting', 'playing basketball', 'clean and jerk', 'dribbling basketball', 'dunking basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001841_dunking basketball_to_playing volleyball_7RUxUD_STDU_000031_000041_bg_R4zHk1cq210_000017_000027,150.0,dunking basketball,playing volleyball,playing volleyball,0.9759588241577148,12,0.000654565985314548,1,0.9759588241577148,False,False,True,True,True,-11,0.9753042581724003,"['playing volleyball', 'juggling soccer ball', 'hurdling', 'catching or throwing frisbee', 'juggling balls', 'sweeping floor', 'shooting goal (soccer)', 'clean and jerk', 'dribbling basketball', 'shooting basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001845_hurdling_to_juggling soccer ball_lBg84JYUZHM_000017_000027_bg_SfS9njrU-bQ_000029_000039,85.5,hurdling,juggling soccer ball,shooting basketball,0.2393103837966919,4,0.13162165880203247,9,0.010017712600529194,False,True,False,False,False,5,-0.12160394620150328,"['shooting basketball', 'playing basketball', 'dunking basketball', 'hurdling', 'dribbling basketball', 'shooting goal (soccer)', 'skipping rope', 'climbing ladder', 'juggling soccer ball', 'juggling balls']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001849_dunking basketball_to_sweeping floor_nqlTKZnrFcM_000059_000069_bg_Pao46Zf359w_000015_000025,150.0,dunking basketball,sweeping floor,sweeping floor,0.974410355091095,27,0.00012132584379287437,1,0.974410355091095,False,False,True,True,True,-26,0.9742890292473021,"['sweeping floor', 'sword fighting', 'skipping rope', 'cleaning windows', 'deadlifting', 'playing violin', 'bowling', 'clean and jerk', 'playing saxophone', 'playing basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001853_playing piano_to_surfing water_mTp_dGXH_yM_000205_000215_bg_BrmGqgEtitM_000099_000109,106.0,playing piano,surfing water,surfing water,0.9538430571556091,41,0.000114098445919808,1,0.9538430571556091,False,False,True,True,True,-40,0.9537289587096893,"['surfing water', 'catching or throwing frisbee', 'walking the dog', 'shooting goal (soccer)', 'flying kite', 'climbing a rope', 'skiing slalom', 'climbing ladder', 'sword fighting', 'canoeing or kayaking']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001857_catching or throwing frisbee_to_playing tennis_eQJqS2PM-SA_000002_000012_bg_us_pXO_vwPc_000031_000041,150.0,catching or throwing frisbee,playing tennis,playing tennis,0.7962647080421448,4,0.023360148072242737,1,0.7962647080421448,False,True,True,True,True,-3,0.772904559969902,"['playing tennis', 'shooting goal (soccer)', 'juggling soccer ball', 'catching or throwing frisbee', 'playing volleyball', 'dribbling basketball', 'juggling balls', 'hitting baseball', 'shooting basketball', 'playing basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001861_surfing water_to_juggling balls_yF3kyTjZuz4_000000_000010_bg_kc6fQ0_aS1U_000392_000402,150.0,surfing water,juggling balls,climbing ladder,0.6471578478813171,47,0.00043857531272806227,21,0.0045908610336482525,False,False,False,False,True,-26,0.00415228572092019,"['climbing ladder', 'hurdling', 'climbing a rope', 'hitting baseball', 'driving car', 'dunking basketball', 'skiing (not slalom or crosscountry)', 'sword fighting', 'dribbling basketball', 'smoking']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001865_eating cake_to_reading newspaper_4CLKSIBDx30_000004_000014_bg_2cVJpBG1vHY_000137_000147,150.0,eating cake,reading newspaper,reading newspaper,0.7129277586936951,2,0.2169339954853058,1,0.7129277586936951,False,True,True,True,True,-1,0.4959937632083893,"['reading newspaper', 'eating cake', 'opening bottle', 'drinking', 'eating ice cream', 'brushing teeth', 'reading book', 'dribbling basketball', 'brushing hair', 'flying kite']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001869_shooting basketball_to_playing basketball_6IYYZQTCSIs_000140_000150_bg_5DyidFJuzQY_000122_000132,150.0,shooting basketball,playing basketball,dunking basketball,0.3840341866016388,4,0.12520048022270203,2,0.3087102472782135,False,True,False,True,True,-2,0.18350976705551147,"['dunking basketball', 'playing basketball', 'dribbling basketball', 'shooting basketball', 'shooting goal (soccer)', 'playing volleyball', 'juggling balls', 'climbing ladder', 'juggling soccer ball', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001873_eating ice cream_to_climbing ladder_i0HTxovmJoU_000004_000014_bg_VVkWjZ8mZM4_000018_000028,150.0,eating ice cream,climbing ladder,eating cake,0.7049073576927185,2,0.2751022279262543,8,0.00038949045119807124,False,True,False,False,False,6,-0.2747127374750562,"['eating cake', 'eating ice cream', 'drinking', 'brushing teeth', 'brushing hair', 'opening bottle', 'smoking', 'climbing ladder', 'playing violin', 'playing accordion']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001877_tying tie_to_playing violin_-0byZyStAYQ_000054_000064_bg_0YqLJjXmU0I_000560_000570,150.0,tying tie,playing violin,playing violin,0.5041062831878662,10,0.006851883605122566,1,0.5041062831878662,False,False,True,True,True,-9,0.49725439958274364,"['playing violin', 'opening bottle', 'playing trumpet', 'playing saxophone', 'juggling balls', 'playing piano', 'drinking', 'playing accordion', 'juggling soccer ball', 'tying tie']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001881_playing trumpet_to_catching or throwing frisbee_TL-jX3mjc3k_000088_000098_bg_fEIv2ECvymg_000002_000012,150.0,playing trumpet,catching or throwing frisbee,juggling soccer ball,0.5224512815475464,3,0.1333138346672058,4,0.043173648416996,False,True,False,True,False,1,-0.09014018625020981,"['juggling soccer ball', 'juggling balls', 'playing trumpet', 'catching or throwing frisbee', 'hitting baseball', 'sword fighting', 'flying kite', 'catching or throwing baseball', 'playing saxophone', 'eating ice cream']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001885_hitting baseball_to_flying kite_ihWykL5mYRI_000096_000106_bg_hAQJ9GHklS4_000004_000014,150.0,hitting baseball,flying kite,golf driving,0.8518620729446411,2,0.06401358544826508,7,0.004176483489573002,False,True,False,False,False,5,-0.059837101958692074,"['golf driving', 'hitting baseball', 'catching or throwing baseball', 'catching or throwing frisbee', 'juggling balls', 'juggling soccer ball', 'flying kite', 'skipping rope', 'skiing slalom', 'shooting goal (soccer)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001889_climbing a rope_to_playing accordion_SU_x2LQqSLs_000000_000010_bg_tCCzoeyYHbY_000007_000017,114.0,climbing a rope,playing accordion,climbing a rope,0.30710479617118835,1,0.30710479617118835,23,0.0037275280337780714,True,True,False,False,False,22,-0.3033772681374103,"['climbing a rope', 'climbing ladder', 'dunking basketball', 'skipping rope', 'hurdling', 'flying kite', 'juggling balls', 'bowling', 'playing violin', 'juggling soccer ball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001893_playing accordion_to_walking the dog_bChPXNG4JZc_000059_000069_bg_zh7MwtHt3Fo_000003_000013,150.0,playing accordion,walking the dog,punching person (boxing),0.31291356682777405,17,0.006675501819700003,28,0.002325506880879402,False,False,False,False,False,11,-0.0043499949388206005,"['punching person (boxing)', 'opening bottle', 'juggling soccer ball', 'juggling balls', 'climbing a rope', 'skipping rope', 'sword fighting', 'cleaning windows', 'shooting basketball', 'archery']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001897_catching or throwing baseball_to_walking the dog_4M91NfAfPig_000003_000013_bg__3XAZZnZLlc_000076_000086,98.5,catching or throwing baseball,walking the dog,juggling soccer ball,0.3192176818847656,17,0.015033452771604061,8,0.02949448488652706,False,False,False,False,True,-9,0.014461032114923,"['juggling soccer ball', 'flying kite', 'shooting goal (soccer)', 'catching or throwing frisbee', 'juggling balls', 'climbing a rope', 'playing basketball', 'walking the dog', 'dunking basketball', 'dribbling basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001901_hurdling_to_driving car_1ZP9LHPTwwg_000012_000022_bg_ggAtdTQHGIQ_000133_000143,150.0,hurdling,driving car,driving car,0.4604504704475403,29,0.0007706083706580102,1,0.4604504704475403,False,False,True,True,True,-28,0.4596798620768823,"['driving car', 'golf driving', 'sword fighting', 'juggling soccer ball', 'skiing (not slalom or crosscountry)', 'flying kite', 'shooting goal (soccer)', 'catching or throwing frisbee', 'reading newspaper', 'skiing slalom']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001905_playing bass guitar_to_bowling_aLPrTx4dvvo_000224_000234_bg_YlGfbvL4vu4_000005_000015,150.0,playing bass guitar,bowling,bowling,0.8997751474380493,39,0.00014013098552823067,1,0.8997751474380493,False,False,True,True,True,-38,0.8996350164525211,"['bowling', 'juggling balls', 'juggling soccer ball', 'catching or throwing baseball', 'opening bottle', 'shooting goal (soccer)', 'golf driving', 'driving car', 'hitting baseball', 'smoking']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001909_walking the dog_to_brushing teeth_lcrknfBv_wI_000003_000013_bg_wrlHs_EsLOY_000106_000116,150.0,walking the dog,brushing teeth,juggling soccer ball,0.1498594731092453,25,0.0017921244725584984,39,0.00026922827237285674,False,False,False,False,False,14,-0.0015228962001856416,"['juggling soccer ball', 'playing basketball', 'playing tennis', 'dribbling basketball', 'hurdling', 'shooting goal (soccer)', 'shooting basketball', 'bowling', 'skipping rope', 'playing volleyball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001913_hitting baseball_to_canoeing or kayaking_mTP2kap9cIw_000056_000066_bg_L9kGSSjjOGw_000076_000086,150.0,hitting baseball,canoeing or kayaking,canoeing or kayaking,0.5651295781135559,17,0.0027889658231288195,1,0.5651295781135559,False,False,True,True,True,-16,0.5623406122904271,"['canoeing or kayaking', 'surfing water', 'climbing a rope', 'juggling soccer ball', 'flying kite', 'catching or throwing frisbee', 'juggling balls', 'skiing slalom', 'opening bottle', 'climbing ladder']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001917_playing volleyball_to_flying kite_ffPE0TTkCB4_000042_000052_bg_0QH8uFjXiW4_000003_000013,127.0,playing volleyball,flying kite,playing volleyball,0.9700034260749817,1,0.9700034260749817,16,9.234780736733228e-05,True,True,False,False,False,15,-0.9699110782676144,"['playing volleyball', 'juggling soccer ball', 'juggling balls', 'shooting goal (soccer)', 'skipping rope', 'dribbling basketball', 'hurdling', 'catching or throwing frisbee', 'clean and jerk', 'sword fighting']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001921_reading book_to_sword fighting_-5EyYMSM5eo_000378_000388_bg_JpLrWNjyaQU_000027_000037,150.5,reading book,sword fighting,sword fighting,0.40269386768341064,41,0.0006593114812858403,1,0.40269386768341064,False,False,True,True,True,-40,0.4020345562021248,"['sword fighting', 'clean and jerk', 'climbing a rope', 'punching person (boxing)', 'dunking basketball', 'archery', 'climbing ladder', 'playing accordion', 'juggling soccer ball', 'playing saxophone']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001925_skipping rope_to_cleaning windows_C6rMq3kjz1A_000023_000033_bg_g_pXkgt618M_000068_000078,150.0,skipping rope,cleaning windows,skipping rope,0.23313555121421814,1,0.23313555121421814,15,0.011182782240211964,True,True,False,False,False,14,-0.22195276897400618,"['skipping rope', 'juggling balls', 'clean and jerk', 'juggling soccer ball', 'skiing slalom', 'deadlifting', 'shooting goal (soccer)', 'climbing ladder', 'hurdling', 'dunking basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001929_shooting goal (soccer)_to_bowling_cBfWngnKR2s_000002_000012_bg_PO7vXwGJ-os_000663_000673,136.0,shooting goal (soccer),bowling,bowling,0.9302847385406494,5,0.005306970328092575,1,0.9302847385406494,False,True,True,True,True,-4,0.9249777682125568,"['bowling', 'juggling balls', 'juggling soccer ball', 'dribbling basketball', 'shooting goal (soccer)', 'climbing a rope', 'skipping rope', 'climbing ladder', 'hurdling', 'hitting baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001933_skipping rope_to_canoeing or kayaking_vBgzbFRZqFE_000124_000134_bg_SJfxkFQjS8o_000083_000093,150.0,skipping rope,canoeing or kayaking,surfing water,0.1172618418931961,7,0.04948237165808678,10,0.03166019916534424,False,False,False,False,False,3,-0.01782217249274254,"['surfing water', 'juggling balls', 'juggling soccer ball', 'golf driving', 'dunking basketball', 'shooting goal (soccer)', 'skipping rope', 'climbing a rope', 'walking the dog', 'canoeing or kayaking']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001937_eating ice cream_to_eating cake_bHejslJylB8_000035_000045_bg_M8YUAdP_nSo_000039_000049,148.5,eating ice cream,eating cake,eating cake,0.4016788601875305,3,0.2064969837665558,1,0.4016788601875305,False,True,True,True,True,-2,0.19518187642097473,"['eating cake', 'brushing teeth', 'eating ice cream', 'brushing hair', 'smoking', 'opening bottle', 'drinking', 'playing accordion', 'playing piano', 'playing trumpet']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001941_eating ice cream_to_playing basketball_61_ZhRaPtDM_000002_000012_bg_KtqngYZbwJc_000512_000522,150.0,eating ice cream,playing basketball,dribbling basketball,0.236439049243927,26,0.00027950352523475885,6,0.06812471151351929,False,False,False,False,True,-20,0.06784520798828453,"['dribbling basketball', 'dunking basketball', 'juggling soccer ball', 'playing volleyball', 'shooting basketball', 'playing basketball', 'playing tennis', 'skipping rope', 'juggling balls', 'opening bottle']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001945_deadlifting_to_catching or throwing frisbee_Zm4jkDRzcZc_000003_000013_bg_HV0Hs4UysUM_000004_000014,133.5,deadlifting,catching or throwing frisbee,juggling soccer ball,0.35049837827682495,18,0.005466117057949305,13,0.009061208926141262,False,False,False,False,True,-5,0.0035950918681919575,"['juggling soccer ball', 'juggling balls', 'skipping rope', 'hitting baseball', 'punching person (boxing)', 'dribbling basketball', 'climbing a rope', 'playing basketball', 'playing volleyball', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001949_brushing teeth_to_punching person (boxing)_2agWm6N2260_000000_000010_bg_JygCN8HSbcQ_000007_000017,150.0,brushing teeth,punching person (boxing),playing violin,0.47798651456832886,4,0.04368915036320686,28,0.00035376736195757985,False,True,False,False,False,24,-0.043335383001249284,"['playing violin', 'playing trumpet', 'opening bottle', 'brushing teeth', 'playing accordion', 'playing saxophone', 'juggling balls', 'juggling soccer ball', 'eating cake', 'eating ice cream']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001953_playing violin_to_playing piano_QMaaUCbPR68_000042_000052_bg_8D4A5HiKE6k_000331_000341,150.0,playing violin,playing piano,juggling balls,0.4028908312320709,5,0.019376344978809357,20,0.0036076379474252462,False,True,False,False,False,15,-0.01576870703138411,"['juggling balls', 'punching person (boxing)', 'bowling', 'juggling soccer ball', 'playing violin', 'opening bottle', 'cleaning windows', 'skipping rope', 'smoking', 'sword fighting']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001957_archery_to_tying tie_erSoY-STyBQ_000207_000217_bg_hvSrk8GIO-E_000113_000123,150.5,archery,tying tie,climbing a rope,0.29169002175331116,7,0.0318998321890831,17,0.008808225393295288,False,False,False,False,False,10,-0.02309160679578781,"['climbing a rope', 'surfing water', 'juggling balls', 'skipping rope', 'juggling soccer ball', 'sword fighting', 'archery', 'cleaning windows', 'playing violin', 'punching person (boxing)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001961_cleaning windows_to_playing bass guitar_NoVUexplPxI_000191_000201_bg_2CAikoWEcn8_000149_000159,150.0,cleaning windows,playing bass guitar,playing bass guitar,0.9923707246780396,26,6.704499355691951e-06,1,0.9923707246780396,False,False,True,True,True,-25,0.9923640201786839,"['playing bass guitar', 'playing guitar', 'playing violin', 'playing accordion', 'playing trumpet', 'writing', 'playing saxophone', 'surfing water', 'reading book', 'playing piano']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001965_brushing teeth_to_sword fighting_A_0bhesqVfA_000024_000034_bg_WGztQjJ0aMU_000010_000020,150.0,brushing teeth,sword fighting,opening bottle,0.28552520275115967,3,0.16941186785697937,18,0.0045524523593485355,False,True,False,False,False,15,-0.16485941549763083,"['opening bottle', 'eating ice cream', 'brushing teeth', 'brushing hair', 'eating cake', 'playing violin', 'punching person (boxing)', 'juggling soccer ball', 'skipping rope', 'dribbling basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001969_smoking_to_dribbling basketball_n0rd6gua9B4_000321_000331_bg_Ef1N4vXMINQ_000059_000069,150.0,smoking,dribbling basketball,dribbling basketball,0.7129344940185547,28,2.0147399482084438e-05,1,0.7129344940185547,False,False,True,True,True,-27,0.7129143466190726,"['dribbling basketball', 'playing basketball', 'shooting basketball', 'dunking basketball', 'sweeping floor', 'shooting goal (soccer)', 'juggling balls', 'skipping rope', 'juggling soccer ball', 'punching person (boxing)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001973_shooting goal (soccer)_to_cleaning windows_LNMr6QHA08M_000006_000016_bg_1M37VLYmSA4_000006_000016,150.0,shooting goal (soccer),cleaning windows,hurdling,0.47795143723487854,6,0.03149865195155144,2,0.06216418743133545,False,False,False,True,True,-4,0.030665535479784012,"['hurdling', 'cleaning windows', 'playing piano', 'playing violin', 'punching person (boxing)', 'shooting goal (soccer)', 'juggling soccer ball', 'dribbling basketball', 'playing accordion', 'eating cake']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001977_catching or throwing baseball_to_playing tennis_U9zBDYcLFPY_000000_000010_bg_04qp3eQSmJc_000106_000116,106.0,catching or throwing baseball,playing tennis,playing tennis,0.7901875376701355,14,0.001513674040324986,1,0.7901875376701355,False,False,True,True,True,-13,0.7886738636298105,"['playing tennis', 'dribbling basketball', 'playing basketball', 'shooting basketball', 'skipping rope', 'playing volleyball', 'shooting goal (soccer)', 'dunking basketball', 'hurdling', 'juggling soccer ball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001981_brushing hair_to_golf driving_GlykR4fqsVc_000049_000059_bg_RAmkFqPXKF4_000003_000013,150.0,brushing hair,golf driving,brushing hair,0.8632246255874634,1,0.8632246255874634,9,0.00474077882245183,True,True,False,False,False,8,-0.8584838467650115,"['brushing hair', 'punching person (boxing)', 'opening bottle', 'tying tie', 'juggling soccer ball', 'playing violin', 'cleaning windows', 'smoking', 'golf driving', 'shooting goal (soccer)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001985_deadlifting_to_hurdling_p7bAUFGwp3w_000005_000015_bg_BIPWkY0jIXA_000118_000128,150.0,deadlifting,hurdling,hurdling,0.9899641871452332,6,0.0007331381784752011,1,0.9899641871452332,False,False,True,True,True,-5,0.989231048966758,"['hurdling', 'catching or throwing frisbee', 'clean and jerk', 'skipping rope', 'juggling soccer ball', 'deadlifting', 'hitting baseball', 'catching or throwing baseball', 'juggling balls', 'sword fighting']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001989_playing saxophone_to_eating ice cream_Lj3wfxExD-s_000184_000194_bg_XGh8Q2nklzg_000003_000013,150.0,playing saxophone,eating ice cream,playing saxophone,0.9248759150505066,1,0.9248759150505066,25,1.7978025425691158e-05,True,True,False,False,False,24,-0.9248579370250809,"['playing saxophone', 'playing bass guitar', 'playing trumpet', 'playing violin', 'playing accordion', 'playing guitar', 'tying tie', 'sword fighting', 'climbing ladder', 'playing piano']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001993_cleaning windows_to_sword fighting_PSKvwLB3-WI_000263_000273_bg_QEMrisQ7bXI_000037_000047,150.0,cleaning windows,sword fighting,cleaning windows,0.6809923648834229,1,0.6809923648834229,23,0.0035741401370614767,True,True,False,False,False,22,-0.6774182247463614,"['cleaning windows', 'shooting goal (soccer)', 'skipping rope', 'juggling soccer ball', 'opening bottle', 'catching or throwing frisbee', 'hitting baseball', 'flying kite', 'playing violin', 'playing trumpet']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001997_skiing (not slalom or crosscountry)_to_playing guitar_5AezTDJhlDI_001110_001120_bg_x8cwzO6u_7c_000090_000100,150.0,skiing (not slalom or crosscountry),playing guitar,playing guitar,0.6934635043144226,24,0.0005805334658361971,1,0.6934635043144226,False,False,True,True,True,-23,0.6928829708485864,"['playing guitar', 'playing bass guitar', 'playing violin', 'punching person (boxing)', 'playing accordion', 'playing saxophone', 'climbing ladder', 'playing trumpet', 'climbing a rope', 'playing piano']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002001_shooting basketball_to_flying kite_CpGPWXaPbKo_000030_000040_bg_Ic_2a31pwdc_000004_000014,150.5,shooting basketball,flying kite,flying kite,0.9963573813438416,11,0.0001206273227580823,1,0.9963573813438416,False,False,True,True,True,-10,0.9962367540210835,"['flying kite', 'climbing a rope', 'catching or throwing frisbee', 'catching or throwing baseball', 'juggling soccer ball', 'skipping rope', 'dunking basketball', 'hitting baseball', 'juggling balls', 'playing basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002005_writing_to_sword fighting_ckWE-SfCKTw_000602_000612_bg_x4Img8HKxJ4_000034_000044,150.0,writing,sword fighting,juggling soccer ball,0.19763782620429993,34,0.0022813910618424416,17,0.006853562314063311,False,False,False,False,True,-17,0.004572171252220869,"['juggling soccer ball', 'smoking', 'shooting goal (soccer)', 'hitting baseball', 'opening bottle', 'dribbling basketball', 'juggling balls', 'punching person (boxing)', 'skipping rope', 'climbing a rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002009_catching or throwing frisbee_to_writing_AsoqLaO8YJ8_000001_000011_bg_m20BTdy9FGI_000045_000055,150.0,catching or throwing frisbee,writing,shooting goal (soccer),0.5592494606971741,26,0.0006301476387307048,41,0.00016273852088488638,False,False,False,False,False,15,-0.0004674091178458184,"['shooting goal (soccer)', 'juggling soccer ball', 'skipping rope', 'dribbling basketball', 'playing basketball', 'shooting basketball', 'playing volleyball', 'playing tennis', 'juggling balls', 'punching person (boxing)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002013_catching or throwing baseball_to_cleaning windows_l_9GEyNNkJU_000002_000012_bg_k4shRiOs4tE_000045_000055,150.0,catching or throwing baseball,cleaning windows,cleaning windows,0.9221560955047607,31,0.0002554910897742957,1,0.9221560955047607,False,False,True,True,True,-30,0.9219006044149864,"['cleaning windows', 'juggling soccer ball', 'driving car', 'juggling balls', 'skipping rope', 'dunking basketball', 'playing basketball', 'climbing ladder', 'sword fighting', 'catching or throwing frisbee']"
